task,comment,topic,cluster,cos_dist,eclu_dist,pred_topic
clinc,has the french laundry gotten good reviews lately,restaurant reviews,46,0.24208313,0.69582075,restaurant review inquiry
clinc,what kind of reviews does the olive garden have,restaurant reviews,46,0.2128861,0.65251213,restaurant review inquiry
clinc,what's the average review for olive garden,restaurant reviews,46,0.21269023,0.6522121,restaurant review inquiry
clinc,oliver garden reviews,restaurant reviews,46,0.22055626,0.6641632,restaurant review feedback
clinc,does olive garden have good customer reviews,restaurant reviews,46,0.21580279,0.65696704,restaurant review feedback
clinc,does olive garden have good reviews,restaurant reviews,46,0.21580333,0.6569678,restaurant review feedback
clinc,i need my routing number for my checking account at bb&t bank,routing,132,0.27135676,0.73669106,routing number inquiry
clinc,what is my routing number to my checking account at bb&t bankj,routing,132,0.2656839,0.7289497,routing number inquiry
clinc,"tell me my routing number at my bank, community trust",routing,132,0.2561432,0.71574205,routing number inquiry
clinc,what is the routing number of my checking account at first national bankj,routing,132,0.2618214,0.72363174,routing number inquiry
clinc,"give me the routing number of my checking account at my main bank, first commerce",routing,132,0.25892782,0.7196219,routing number inquiry
clinc,what is my bank routing number,routing,132,0.24780512,0.7039959,routing number inquiry
clinc,what's my routing number,routing,132,0.24565542,0.7009357,routing number inquiry
clinc,what's wells fargo's routing number,routing,132,0.25175744,0.7095878,routing number inquiry
clinc,tell me my routing number,routing,132,0.24230027,0.69613284,routing number inquiry
clinc,where can i find my routing number,routing,132,0.2531373,0.7115297,routing number inquiry
clinc,where's the routing number for wells fargo,routing,132,0.25358838,0.7121635,routing number inquiry
clinc,where can i find wells fargo's routing number,routing,132,0.25833482,0.7187973,routing number inquiry
clinc,where is wells fargo's routing number listed,routing,132,0.2566793,0.7164905,routing number inquiry
clinc,where should i go to find the routing number for well's fargo,routing,132,0.25517374,0.7143861,routing number inquiry
clinc,is my routing number on my account page,routing,132,0.2647795,0.7277081,routing number inquiry
clinc,what is the bank's routing number,routing,132,0.2385472,0.6907203,routing number inquiry
clinc,i want to know what my routing number is,routing,132,0.25425863,0.71310407,routing number inquiry
clinc,i need a routing number,routing,132,0.23582846,0.6867728,routing number inquiry
clinc,does pnc have a routing number,routing,132,0.27035564,0.73533076,routing number inquiry
clinc,can you tell me the routing number to pnc,routing,132,0.26143605,0.72309905,routing number inquiry
clinc,can you please read me the routing number to pnc,routing,132,0.25466537,0.7136743,routing number inquiry
clinc,where can i find routing number for pnc,routing,132,0.2743348,0.74072236,routing number inquiry
clinc,what is the routing number for pnc,routing,132,0.27343404,0.73950535,routing number inquiry
clinc,i need x's routing number,routing,132,0.24189317,0.6955477,routing number inquiry
clinc,where would century bank have their routing number listed,routing,132,0.2760085,0.7429784,routing number inquiry
clinc,where do i go if i am seeking the routing number of dallas capital,routing,132,0.2676443,0.7316342,routing number inquiry
clinc,what is the location that td bank has their routing number listed,routing,132,0.26538455,0.72853917,routing number inquiry
clinc,where would the routing number for first utah be located,routing,132,0.26116443,0.7227235,routing number inquiry
clinc,tell me what my savings account routing number is,routing,132,0.25903565,0.7197718,routing number inquiry
clinc,what is chase bank's routing number,routing,132,0.26216602,0.72410774,routing number inquiry
clinc,cats or dogs are your preference,do you have pets,44,0.24365193,0.6980718,personal preference - cats or dogs
clinc,what kinds of pets do you own,do you have pets,44,0.25851804,0.7190523,personal assistant function inquiry
clinc,do you have any pets and what kind,do you have pets,44,0.2479428,0.7041915,assistant personality inquiry
clinc,would you describe yourself as a cat or dog person,do you have pets,44,0.25747943,0.7176065,personal preference - cats or dogs
clinc,you have what types or kinds of pets,do you have pets,44,0.25294936,0.71126574,personal preference - cats or dogs
clinc,are you a pet owner what kind,do you have pets,44,0.25492436,0.71403694,personal preference - cats or dogs
clinc,do you have a pet,do you have pets,44,0.2214948,0.66557467,personal preference - cats or dogs
clinc,would you call yourself a cat or dog person,do you have pets,44,0.2544688,0.7133987,personal preference - cats or dogs
clinc,what kind of animals do you own,do you have pets,44,0.25636858,0.7160568,personal preference - cats or dogs
clinc,can you name the type of pets you have,do you have pets,44,0.24552417,0.70074844,personal preference - cats or dogs
clinc,do you have any pets,do you have pets,44,0.22772437,0.67486954,personal preference - cats or dogs
clinc,are you a pet owner and what kind,do you have pets,44,0.25814724,0.7185365,personal preference - cats or dogs
clinc,what pets do you own,do you have pets,44,0.25338364,0.71187603,assistant's knowledge about user
clinc,tell me any animals that you have as pets,do you have pets,44,0.2485745,0.70508814,assistant's knowledge about user
clinc,do you have cats or dogs or something else as a pet,do you have pets,44,0.24909008,0.7058189,personal preference - cats or dogs
clinc,please tell me the types of pets you have,do you have pets,44,0.24797273,0.704234,assistant skillset inquiry
clinc,how would you categorize the pets you have,do you have pets,44,0.2405917,0.69367397,personal preference - cats or dogs
clinc,tell me about the pets you have,do you have pets,44,0.24981248,0.7068417,personal preference - cats or dogs
clinc,do you have friendly or unfriendly pets,do you have pets,44,0.26038027,0.72163755,personal preference - cats or dogs
clinc,which pets do you have,do you have pets,44,0.24491858,0.6998839,assistant's knowledge about user
clinc,which type of pets do you have,do you have pets,44,0.24649942,0.70213884,personal preference - cats or dogs
clinc,what pets do you have,do you have pets,44,0.24445003,0.6992139,assistant personality inquiry
clinc,do you like appreciate cats or dogs more,do you have pets,44,0.26888216,0.73332417,personal preference - cats or dogs
clinc,do you like cats or dogs more,do you have pets,44,0.265063,0.7280977,personal preference - cats or dogs
clinc,which kinds of pets do you own,do you have pets,44,0.2589062,0.7195919,personal preference - cats or dogs
clinc,do you prefer cats or dogs,do you have pets,44,0.26853895,0.7328562,personal preference - cats or dogs
clinc,do you prefer cats or dogs more,do you have pets,44,0.26317275,0.7254968,personal preference - cats or dogs
clinc,which kinds of pets do you have,do you have pets,44,0.25099266,0.7085093,personal preference - cats or dogs
clinc,do you currently have any pets,do you have pets,44,0.2370075,0.6884875,assistant personality inquiry
clinc,what is the total number of pets that you have,do you have pets,44,0.25081253,0.70825493,assistant's knowledge about user
clinc,please book a meeting room for thusday at 4:00,schedule meeting,56,0.22755098,0.67461246,conference room scheduling
clinc,would you please schedule a meeting room for 4:00 on thursday,schedule meeting,56,0.2382307,0.69026196,conference room scheduling
clinc,could you schedule a meeting room for 4:00 on thursday,schedule meeting,56,0.2429676,0.6970906,conference room scheduling
clinc,will you schedule a conference room for thursday at 4:00,schedule meeting,56,0.24735147,0.703351,conference room scheduling
clinc,can you reserve a meeting space for 4:00 on thursday,schedule meeting,56,0.24168819,0.6952529,conference room scheduling
clinc,i need to know how to schedule a meeting,schedule meeting,56,0.2429918,0.6971254,conference room scheduling
clinc,please help me figure out how to set up a meeting,schedule meeting,56,0.24527621,0.7003947,meeting inquiry
clinc,i need assistance scheduling a meeting,schedule meeting,56,0.2389934,0.6913661,meeting inquiry
clinc,walk me through the process of scheduling a meeting,schedule meeting,56,0.23996496,0.6927698,meeting inquiry
clinc,help me set up a meeting please,schedule meeting,56,0.22924924,0.6771252,meeting inquiry
clinc,"i need a meeting room between 3-7, are any available",schedule meeting,56,0.25055748,0.70789474,conference room scheduling
clinc,can you tell me if there are meeting rooms available between 1 and 4,schedule meeting,56,0.2368679,0.6882848,conference room scheduling
clinc,are meeting rooms free between 8-3,schedule meeting,56,0.25960428,0.7205614,conference room scheduling
clinc,do you know if meeting rooms are open to use 1-2,schedule meeting,56,0.24991298,0.7069838,conference room scheduling
clinc,can you check if meeting rooms are available between 4 and 5,schedule meeting,56,0.24413073,0.69875723,conference room scheduling
clinc,meeting rooms open between one and three pm,schedule meeting,56,0.2394169,0.6919781,conference room scheduling
clinc,check meeting room availability between one and three pm,schedule meeting,56,0.24092484,0.6941541,conference room scheduling
clinc,what meeting rooms are available for meeting 5pm friday,schedule meeting,56,0.24633253,0.70190126,conference room scheduling
clinc,"reserve a meeting room for friday, 5pm",schedule meeting,56,0.23545301,0.68622607,conference room scheduling
clinc,one and three pm are there meeting rooms open,schedule meeting,56,0.25047243,0.7077748,conference room scheduling
clinc,friday 5pm schedule a room for meeting,schedule meeting,56,0.23701346,0.68849635,conference room scheduling
clinc,open meeting rooms from one to three pm,schedule meeting,56,0.24503899,0.70005584,conference room scheduling
clinc,can you reserve a room for a friday meeting at 5pm,schedule meeting,56,0.24481422,0.69973457,conference room scheduling
clinc,reserve a meeting room for 5pm on friday,schedule meeting,56,0.23569727,0.68658185,conference room scheduling
clinc,check meeting rooms available between one and three pm,schedule meeting,56,0.24138194,0.6948123,conference room scheduling
clinc,"i need to schedule meeting room for monday at 2:30 pm, please",schedule meeting,56,0.23946631,0.6920498,conference room scheduling
clinc,i would like you to reserve a conference room for noon tomorrow,schedule meeting,56,0.2355237,0.68632895,conference room scheduling
clinc,please reserve a meeting room for 1:00 pm on tuesday,schedule meeting,56,0.23970878,0.69239986,conference room scheduling
clinc,"go ahead and hold a conference room for friday at 11 am, please",schedule meeting,56,0.23085177,0.67948765,conference room scheduling
clinc,can you book a meeting room for friday at 9:00 am,schedule meeting,56,0.24474126,0.6996303,conference room scheduling
clinc,which gas would be best,gas type,16,0.22938317,0.6773231,gas type for new car
clinc,what type of gas should i use,gas type,16,0.23343647,0.6832811,gas type for new car
clinc,which type of gas should i get,gas type,16,0.24098223,0.69423664,gas type for new car
clinc,can you tell me what gas this car takes,gas type,16,0.23924017,0.69172275,gas type for new car
clinc,can you tell me this vehicles gas type,gas type,16,0.24851596,0.70500505,gas type for new car
clinc,what fuel should i use for this car,gas type,16,0.23999739,0.6928166,gas type for new car
clinc,what kind of gas should i use for this car,gas type,16,0.2482208,0.7045862,gas type for new car
clinc,i need to know the gas type for this vehicle,gas type,16,0.25423682,0.7130732,gas type for new car
clinc,for this car what kind of fuel does it take,gas type,16,0.23986197,0.6926212,gas type for new car
clinc,i need to know the type of gas for this car,gas type,16,0.24675429,0.70250165,gas type for new car
clinc,i want to know what kind of gas this car uses,gas type,16,0.23634064,0.6875182,gas type for new car
clinc,what gas does this car use,gas type,16,0.23602355,0.68705684,gas type for new car
clinc,what fuel do i put in this car,gas type,16,0.23597455,0.6869856,gas type for new car
clinc,what type of gas goes into the car,gas type,16,0.24043655,0.6934503,gas type for new car
clinc,what type of fuel does this car utilize,gas type,16,0.23268574,0.6821814,gas type for new car
clinc,what type of gas do i put in this new car,gas type,16,0.25280374,0.7110608,gas type for new car
clinc,what type of gas do i use in this car,gas type,16,0.24756289,0.7036519,gas type for new car
clinc,is there a certain kind of fuel needed,gas type,16,0.22469914,0.6703718,gas type for new car
clinc,what gas goes in the vehicle,gas type,16,0.2323305,0.68166053,gas type for new car
clinc,what raiting of gas is called for,gas type,16,0.22478145,0.6704945,gas type for new car
clinc,what kind of gas goes in,gas type,16,0.23030573,0.6786836,gas type for new car
clinc,can you tell me what kind of gas your car uses,gas type,16,0.24508584,0.70012283,gas type for new car
clinc,what kind of gas does your car use,gas type,16,0.24567038,0.7009569,gas type for new car
clinc,the car you are driving uses what kind of gas,gas type,16,0.23667526,0.6880047,gas type for new car
clinc,what kind of gas can i put into this car,gas type,16,0.24980813,0.7068354,gas type for new car
clinc,which gas type goes into this car,gas type,16,0.25361246,0.71219736,gas type for new car
clinc,which type of gas does this car take,gas type,16,0.24651897,0.7021667,gas type for new car
clinc,i need gas what type do i need for this car,gas type,16,0.24918467,0.70595306,gas type for new car
clinc,what types of gas can i get for this car,gas type,16,0.2547723,0.71382403,gas type for new car
clinc,which type of gas does my car use,gas type,16,0.25366503,0.7122712,gas type for new car
clinc,would a socket converter be needed in france,plug type,42,0.25460625,0.7135914,international plug inquiry
clinc,how do i plug stuff in in france,plug type,42,0.22948575,0.6774744,international plug inquiry
clinc,is socket converter required in france,plug type,42,0.26176512,0.72355413,international plug inquiry
clinc,does france use a socket converter,plug type,42,0.25237203,0.7104535,international plug inquiry
clinc,is electricity the same in france,plug type,42,0.2461747,0.70167625,international plug inquiry
clinc,will i need a plug converter when i visit costa rica,plug type,42,0.25577295,0.71522456,international plug inquiry
clinc,will i require a plug converter when i visit kenya,plug type,42,0.26828986,0.73251605,international plug inquiry
clinc,will i need to get a plug converter when i visit guam,plug type,42,0.26799643,0.7321155,international plug inquiry
clinc,do i require a plug converter when i visit puerto rico,plug type,42,0.25901747,0.7197465,international plug inquiry
clinc,will i need to have a plug converter when i visit madrid,plug type,42,0.23655057,0.6878235,international plug inquiry
clinc,z uses which type of plug,plug type,42,0.24908483,0.7058113,international plug inquiry
clinc,what sort of plug is used in the caribbean,plug type,42,0.25089604,0.7083729,international plug inquiry
clinc,which plug is used in japan,plug type,42,0.2559725,0.71550345,international plug inquiry
clinc,plug used in china,plug type,42,0.24428868,0.69898313,international plug inquiry
clinc,what kind of plug is used in england,plug type,42,0.24773031,0.7038897,international plug inquiry
clinc,what do i need for a plug in wales,plug type,42,0.25080276,0.70824105,international plug inquiry
clinc,does z used the same plus as we do in the united states,plug type,42,0.22189087,0.6661694,international plug inquiry
clinc,can i used the same type of plug in z as i do in the us,plug type,42,0.2622841,0.724271,international plug inquiry
clinc,electrical plugs used in that country,plug type,42,0.23645902,0.68769056,international plug inquiry
clinc,are the electric plugs the same over in that country,plug type,42,0.2557,0.71512246,international plug inquiry
clinc,what kind of electrical outlet does that country use,plug type,42,0.24319714,0.6974199,international plug inquiry
clinc,do i need a converter for my electronics when i go to that coutntry,plug type,42,0.26115727,0.7227135,international plug inquiry
clinc,can i plug in my electronics there like normal,plug type,42,0.25509948,0.71428216,international plug inquiry
clinc,is a socket converter necessary if i'm travelling to london,plug type,42,0.2677256,0.7317455,international plug inquiry
clinc,are socket converters something i need to bring if going to australia,plug type,42,0.27384233,0.74005735,international plug inquiry
clinc,can i use electronic devices in mexico without a socket converter,plug type,42,0.26418787,0.72689474,international plug inquiry
clinc,are socket converters needed if i'm going to cape town,plug type,42,0.27570295,0.7425672,international plug inquiry
clinc,does sweden use the same kind of socket or do i need a converter,plug type,42,0.26575255,0.7290441,international plug inquiry
clinc,what plug type is used internationally,plug type,42,0.24946344,0.70634764,international plug inquiry
clinc,what's the plug type in honduras,plug type,42,0.25111222,0.70867807,international plug inquiry
clinc,when would you change my tires,tire change,66,0.2523167,0.71037567,tire change timing inquiry
clinc,when is the next time i should get my tires changed,tire change,66,0.25292468,0.711231,tire change timing inquiry
clinc,how soon should i get my tires changed,tire change,66,0.2551055,0.7142905,tire change timing inquiry
clinc,how often should i get my tires changed,tire change,66,0.2577672,0.7180074,tire change timing inquiry
clinc,do you know when i should get my tires changed next,tire change,66,0.25037616,0.7076386,tire change timing inquiry
clinc,when should my tires be changed,tire change,66,0.2612676,0.7228661,tire change timing inquiry
clinc,i need to know when i should change my tires,tire change,66,0.2596854,0.7206739,tire change timing inquiry
clinc,how soon till i need to change my tires,tire change,66,0.25925177,0.72007203,tire change timing inquiry
clinc,can you tell me when my tires have to be changed,tire change,66,0.25527263,0.7145245,tire change timing inquiry
clinc,am i almost due for a tire change,tire change,66,0.25362813,0.71221936,tire change timing inquiry
clinc,when is my car due for an tire change,tire change,66,0.25522685,0.7144605,tire change timing inquiry
clinc,how do i know when to get the tires changed on my car,tire change,66,0.2562759,0.71592724,tire change timing inquiry
clinc,how often should my tires be changed,tire change,66,0.2649901,0.7279974,tire change timing inquiry
clinc,how often should i change the tires on my car,tire change,66,0.26495767,0.7279527,tire change timing inquiry
clinc,i replaced tires last june when should i do it again,tire change,66,0.26976252,0.7345238,tire change timing inquiry
clinc,on feb 3rd i changed my tires are they still good,tire change,66,0.26360726,0.7260955,car tire pressure inquiry
clinc,my tires are 29 months old should u change them,tire change,66,0.26608205,0.72949576,tire change timing inquiry
clinc,when do my tires need changing after i replaced them last week,tire change,66,0.26946008,0.73411185,tire change timing inquiry
clinc,in september i changed my tires are they in need of changing,tire change,66,0.26106435,0.72258484,tire change timing inquiry
clinc,how do i know if it is time to replace my tires,tire change,66,0.2616167,0.7233488,tire change timing inquiry
clinc,how long does the average set of tire last before needing replacement,tire change,66,0.27600998,0.7429804,tire change timing inquiry
clinc,how long are my tires expected to last before needing to be replaced,tire change,66,0.26808298,0.73223364,tire change timing inquiry
clinc,how many miles are my tires rated for,tire change,66,0.26149392,0.7231791,car tire pressure inquiry
clinc,what is the time for a tire change,tire change,66,0.24322402,0.69745827,tire change timing inquiry
clinc,my tires should be changed when,tire change,66,0.25571477,0.7151431,tire change timing inquiry
clinc,tell me when to get my tires changed,tire change,66,0.24349391,0.69784534,tire change timing inquiry
clinc,when is it time for a change in tires,tire change,66,0.25546873,0.71479887,tire change timing inquiry
clinc,what is the timeframe for getting my tires changed,tire change,66,0.24427271,0.6989603,tire change timing inquiry
clinc,tell me when i'll need new tires,tire change,66,0.24999166,0.7070951,tire change timing inquiry
clinc,when will my tires need to be changed,tire change,66,0.2554872,0.7148249,tire change timing inquiry
clinc,convert 200 us dollars to british pounds,exchange rate,106,0.23557425,0.68640256,currency exchange rate inquiry
clinc,how many japanese yen are in a us dollar,exchange rate,106,0.27022314,0.7351507,currency exchange rate inquiry
clinc,how much is 5 us dollars worth in canadian dollars,exchange rate,106,0.26856238,0.7328881,currency exchange rate inquiry
clinc,can you tell me what 100 british pounds equals in us dollars,exchange rate,106,0.24586356,0.7012327,currency exchange rate inquiry
clinc,what is the exchange rate between us dollars and japanese yen,exchange rate,106,0.2524339,0.7105406,currency exchange rate inquiry
clinc,whats the current exchange rate between usd and eur,exchange rate,106,0.22562325,0.67174894,currency exchange rate inquiry
clinc,what's the exhange rate between mxn and gbp,exchange rate,106,0.2549553,0.7140804,currency exchange rate inquiry
clinc,what is the current exchange rate between mxn and eur,exchange rate,106,0.24255311,0.69649583,currency exchange rate inquiry
clinc,what's the exchange rate between ils and usd,exchange rate,106,0.23537034,0.68610555,currency exchange rate inquiry
clinc,what is the usd mxn exchange rate,exchange rate,106,0.25709093,0.71706486,currency exchange rate inquiry
clinc,how many mexican pesos is a us dollar worth,exchange rate,106,0.2518224,0.70967937,currency exchange rate inquiry
clinc,how much is one us dollar in british pounds,exchange rate,106,0.25996447,0.721061,currency exchange rate inquiry
clinc,whats the exchange rate for us dollars to british pounds,exchange rate,106,0.24997109,0.70706606,currency exchange rate inquiry
clinc,what is a british pound worth in mexican pesos,exchange rate,106,0.25053406,0.70786184,currency exchange rate inquiry
clinc,how many mexican pesos can i get for one us dollar,exchange rate,106,0.24514449,0.70020634,currency exchange rate inquiry
clinc,look up the rate of exchange between pesos and usd,exchange rate,106,0.24129307,0.6946844,currency exchange rate inquiry
clinc,find me the exchange rate between usd and cad,exchange rate,106,0.24666178,0.70237017,currency exchange rate inquiry
clinc,what is the exchange rate between euros and pesos,exchange rate,106,0.21775162,0.6599268,currency exchange rate inquiry
clinc,tell me the current exchange rate between cad and euros,exchange rate,106,0.23816556,0.6901676,currency exchange rate inquiry
clinc,what is the present exchange rate between usd and british pound,exchange rate,106,0.25381017,0.7124749,currency exchange rate inquiry
clinc,convert 20 yen to dollars,exchange rate,106,0.24577916,0.7011123,currency exchange rate inquiry
clinc,how many dollars can i get for 20 yen,exchange rate,106,0.25256193,0.7107208,currency exchange rate inquiry
clinc,how many dollars is 20 yen worth,exchange rate,106,0.26267052,0.7248042,currency exchange rate inquiry
clinc,20 yen is how many dollars,exchange rate,106,0.25452042,0.713471,currency exchange rate inquiry
clinc,20 yen equals how many dollars,exchange rate,106,0.25805354,0.718406,currency exchange rate inquiry
clinc,is $30 usd more or less in canada,exchange rate,106,0.25888097,0.71955687,currency exchange rate inquiry
clinc,"in canadian dollars, what is $30",exchange rate,106,0.2536162,0.71220267,currency exchange rate inquiry
clinc,what is the conversion of $30 in canadian dollars,exchange rate,106,0.26317048,0.72549367,currency exchange rate inquiry
clinc,can you please convert $30 usd to canadian dollars,exchange rate,106,0.2660377,0.7294351,currency exchange rate inquiry
clinc,how much is $30 usd in canadian dollar,exchange rate,106,0.26992643,0.7347469,currency exchange rate inquiry
clinc,on what day is our next free day,next holiday,113,0.2257275,0.671904,meeting inquiry
clinc,on what day is our next day off,next holiday,113,0.23142254,0.6803273,vacation days balance inquiry
clinc,what day is our next day off,next holiday,113,0.23101097,0.6797219,vacation days balance inquiry
clinc,is our next day off soon,next holiday,113,0.22657788,0.67316854,vacation days balance inquiry
clinc,do you know when our next day off is,next holiday,113,0.23117697,0.67996633,vacation days balance inquiry
clinc,when are we off work next,next holiday,113,0.22943103,0.67739373,vacation days balance inquiry
clinc,when is the next day we have off,next holiday,113,0.2255832,0.6716893,vacation days balance inquiry
clinc,when will our next day off be,next holiday,113,0.23182905,0.68092453,vacation days balance inquiry
clinc,are there any holidays coming and when,next holiday,113,0.24821007,0.70457095,future date calculation
clinc,how many holidays are there and when is the next one here,next holiday,113,0.24945188,0.70633125,current date inquiry
clinc,for the holidays when is the next one we do here,next holiday,113,0.25139886,0.7090824,future date calculation
clinc,what holiday is next and when,next holiday,113,0.25558805,0.7149659,future date calculation
clinc,how long before the next holiday here,next holiday,113,0.24368119,0.6981136,future date calculation
clinc,what's the wait period until the next day off,next holiday,30,0.22875214,0.67639065,vacation days balance inquiry
clinc,when will my next vacation day be,next holiday,30,0.2381351,0.6901234,vacation days balance inquiry
clinc,how long do i have to wait to get a day off,next holiday,30,0.23695582,0.6884124,vacation request process
clinc,when's the next day off,next holiday,113,0.22389358,0.6691692,vacation days balance inquiry
clinc,how many days left until the next day out of work,next holiday,30,0.23171234,0.6807531,vacation days balance inquiry
clinc,tell me the next holiday,next holiday,113,0.23569709,0.6865816,future date calculation
clinc,tell me how long until the next day off,next holiday,30,0.22519916,0.6711174,vacation days balance inquiry
clinc,i got to know how long until the next day off,next holiday,30,0.22105646,0.66491586,vacation days balance inquiry
clinc,i wanna know how long until the next day off,next holiday,30,0.22346383,0.6685264,vacation days balance inquiry
clinc,i need to know how long until the next day off,next holiday,30,0.22656173,0.6731445,vacation days balance inquiry
clinc,i wanna know the next holiday,next holiday,113,0.2348535,0.6853518,future date calculation
clinc,let me know how long until the next day off,next holiday,30,0.22266531,0.667331,vacation days balance inquiry
clinc,i wish to know the next holiday,next holiday,113,0.23545134,0.6862235,future date calculation
clinc,i must know the next holiday,next holiday,113,0.23305422,0.68272144,future date calculation
clinc,i would like to know the next holiday,next holiday,113,0.23305708,0.6827256,future date calculation
clinc,find the next holiday,next holiday,113,0.23588699,0.68685806,current date inquiry
clinc,when is the soonest holiday,next holiday,113,0.23743868,0.68911374,future date calculation
clinc,turn volume up to 4,change volume,65,0.22211528,0.6665064,volume adjustment request
clinc,adjust volume setting to 4,change volume,65,0.232571,0.6820132,volume adjustment request
clinc,keep volume at 4 all the time,change volume,65,0.24427474,0.6989632,volume adjustment request
clinc,put volume setting on number 4,change volume,65,0.23464149,0.6850423,volume adjustment request
clinc,please make sure the volume stays at 4,change volume,65,0.23112214,0.67988575,volume adjustment request
clinc,put the volume to 4,change volume,65,0.22146547,0.6655307,volume adjustment request
clinc,volume to 4,change volume,65,0.21730518,0.6592499,volume adjustment request
clinc,turn down your speaker,change volume,65,0.22999871,0.6782313,volume adjustment request
clinc,decrease your decibel level,change volume,65,0.23603255,0.68707025,volume adjustment request
clinc,be more quiet,change volume,28,0.2206943,0.6643708,whisper mode activation
clinc,please lower the sound,change volume,65,0.2153086,0.65621454,volume adjustment request
clinc,speak up,change volume,65,0.19207144,0.61979276,voice adjustment feature
clinc,not so loud,change volume,65,0.2070077,0.64344037,assistant communication adjustment
clinc,quieter please,change volume,65,0.22135639,0.6653667,voice adjustment feature
clinc,increase the volume,change volume,65,0.21523803,0.65610677,volume adjustment request
clinc,turn up the volume,change volume,65,0.22003663,0.66338015,volume adjustment request
clinc,speak louder please,change volume,75,0.21822035,0.6606367,assistant communication adjustment
clinc,please lower your volume,change volume,65,0.21496648,0.655693,volume adjustment request
clinc,louder please,change volume,65,0.22931492,0.6772223,volume adjustment request
clinc,turn down the volume,change volume,65,0.23301727,0.68266743,volume adjustment request
clinc,can you speak quieter,change volume,33,0.214652,0.65521294,whisper mode activation
clinc,turn to volume 4,change volume,65,0.21446466,0.654927,volume adjustment request
clinc,set 4 as the volume,change volume,65,0.2379309,0.6898274,volume adjustment request
clinc,turn volume to 4,change volume,65,0.22540092,0.671418,volume adjustment request
clinc,volume 4 set,change volume,65,0.22623944,0.6726657,volume adjustment request
clinc,volume set to 4,change volume,65,0.22594118,0.6722219,volume adjustment request
clinc,i can't hear you and need you to turn up the volume,change volume,65,0.2292527,0.6771304,volume adjustment request
clinc,turn up your speaker volume,change volume,65,0.23971361,0.6924069,volume adjustment request
clinc,can you speak louder,change volume,33,0.21221179,0.651478,volume adjustment request
clinc,can you turn up the volume for your speaker,change volume,65,0.24092084,0.6941484,volume adjustment request
clinc,who is in charge of you when you work,who do you work for,145,0.2298947,0.67807776,creator inquiry
clinc,who is responsible for your employment,who do you work for,145,0.2399348,0.6927261,creator company inquiry
clinc,who do you report to for your work,who do you work for,145,0.23304474,0.6827075,creator inquiry
clinc,let me know who your boss is,who do you work for,125,0.22394848,0.6692514,creator inquiry
clinc,i want to know who your boss is,who do you work for,125,0.22463965,0.67028314,creator inquiry
clinc,would you let me know who your boss is,who do you work for,125,0.22054803,0.6641508,creator inquiry
clinc,i would like to know who your boss is,who do you work for,125,0.21994197,0.6632376,creator inquiry
clinc,are you my insubordinate,who do you work for,145,0.21469933,0.65528524,assistant mood inquiry
clinc,does someone else control you,who do you work for,119,0.21383446,0.6539642,creator inquiry
clinc,do i own you,who do you work for,119,0.22674859,0.6734219,creator inquiry
clinc,what firm do you work for,who do you work for,145,0.23590404,0.686883,creator company inquiry
clinc,do you take your orders from me,who do you work for,145,0.21531022,0.65621674,personal assistant function inquiry
clinc,do i control you,who do you work for,119,0.21686774,0.6585861,personal assistant function inquiry
clinc,am i in charge of you,who do you work for,145,0.21974164,0.6629354,assistant personality inquiry
clinc,is there another person that controls you,who do you work for,119,0.20764786,0.6444347,creator inquiry
clinc,who do you take your orders from,who do you work for,145,0.2158128,0.6569823,creator inquiry
clinc,would you consider someone else your boss,who do you work for,145,0.23723471,0.6888175,assistant personality inquiry
clinc,do you take orders from someone else,who do you work for,145,0.21638018,0.6578454,assistant skillset inquiry
clinc,who controls you,who do you work for,119,0.21662992,0.6582249,assistant personality inquiry
clinc,who's your boss,who do you work for,125,0.2190029,0.6618203,creator inquiry
clinc,what company do you work for,who do you work for,145,0.22495097,0.6707475,creator company inquiry
clinc,who employs you,who do you work for,145,0.22919309,0.6770424,assistant skillset inquiry
clinc,where do you work,who do you work for,145,0.21786463,0.6600979,creator inquiry
clinc,who is it that you work for,who do you work for,145,0.22917974,0.6770227,creator company inquiry
clinc,whom do you work for,who do you work for,145,0.22299492,0.6678247,creator company inquiry
clinc,who is your job with,who do you work for,145,0.22479582,0.670516,creator inquiry
clinc,what company are you employed by,who do you work for,145,0.22663468,0.6732529,creator company inquiry
clinc,what is the name of the place you work at,who do you work for,145,0.22008014,0.66344583,creator inquiry
clinc,what's your boss's name,who do you work for,125,0.21439493,0.6548204,creator inquiry
clinc,who can i talk to above you,who do you work for,110,0.20810056,0.6451368,creator inquiry
clinc,what's the most i can charge on my card,credit limit,74,0.242419,0.6963032,credit limit increase inquiry
clinc,how much do i have available on my visa card,credit limit,74,0.24067295,0.693791,credit card balance inquiry
clinc,what is my visa credit limit,credit limit,74,0.24676132,0.7025117,credit limit increase inquiry
clinc,how much of a credit limit does visa allow,credit limit,74,0.2579245,0.71822655,credit limit increase inquiry
clinc,is there a substantial credit limit on my visa,credit limit,74,0.2513193,0.70897,credit limit increase inquiry
clinc,as my visa got a high enough limit on it,credit limit,74,0.23209822,0.68131983,credit limit increase inquiry
clinc,what is my credit max,credit limit,74,0.26400232,0.72663945,credit limit increase inquiry
clinc,what is my credit card spending limit,credit limit,74,0.26871145,0.7330915,credit limit increase inquiry
clinc,what's my daily spending limit,credit limit,74,0.24464703,0.6994957,credit limit increase inquiry
